Date,Translated version,Original tweet,Media source link
2017-07-28,"Go Republican Senators, Go! Get there after waiting for 7 years. Give America great healthcare!","Go Republican Senators, Go! Get there after waiting for 7 years. Give America great healthcare!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890764622852173826"", ""Access details here"")"
2017-07-27,It was my great HONOR to present our nation's highest award for a public safety officer - THE MEDAL OF VALOR to FIV… https://t.co/K4pM2mHFTJ,It was my great HONOR to present our nation's highest award for a public safety officer - THE MEDAL OF VALOR to FIV… https://t.co/K4pM2mHFTJ,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890705628716466176"", ""Access details here"")"
2017-07-27,"Today, we gathered in the East Room to pay tribute to the HEROES whose courageous actions under fire saved so many… https://t.co/KPsKk2muqg","Today, we gathered in the East Room to pay tribute to the HEROES whose courageous actions under fire saved so many… https://t.co/KPsKk2muqg","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890687451156631555"", ""Access details here"")"
2017-07-27,Join me live as we recognize the first responders to the June 14th shooting involving @SteveScalise. #TeamScalise… https://t.co/pMyZFvdPOh,Join me live as we recognize the first responders to the June 14th shooting involving @SteveScalise. #TeamScalise… https://t.co/pMyZFvdPOh,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890650237060120576"", ""Access details here"")"
2017-07-27,Big progress being made in ridding our country of MS-13 gang members and gang members in general. MAKE AMERICA SAFE AGAIN!,Big progress being made in ridding our country of MS-13 gang members and gang members in general. MAKE AMERICA SAFE AGAIN!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890642377131515904"", ""Access details here"")"
2017-07-27,"...about then candidate Trump."" Catherine Herridge @FoxNews. So why doesn't Fake News report this? Witch Hunt! Purposely phony reporting.","...about then candidate Trump."" Catherine Herridge @FoxNews. So why doesn't Fake News report this? Witch Hunt! Purposely phony reporting.","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890568797941362690"", ""Access details here"")"
2017-07-27,"""One of the things that has been lost in the politics of this situation is that the Russians collected and spread negative information.....","""One of the things that has been lost in the politics of this situation is that the Russians collected and spread negative information.....","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890566339462672385"", ""Access details here"")"
2017-07-27,"RT @townhallcom: ABC, NBC, And CBS Pretty Much Bury IT Scandal Engulfing Debbie Wasserman Schultz's Office https://t.co/PjbZ2TGIKb","RT @townhallcom: ABC, NBC, And CBS Pretty Much Bury IT Scandal Engulfing Debbie Wasserman Schultz's Office https://t.co/PjbZ2TGIKb","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890554786755555329"", ""Access details here"")"
2017-07-27,"Come on Republican Senators, you can do it on Healthcare. After 7 years, this is your chance to shine! Don't let the American people down!","Come on Republican Senators, you can do it on Healthcare. After 7 years, this is your chance to shine! Don't let the American people down!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890533442135502849"", ""Access details here"")"
2017-07-27,"Wow, the Failing @nytimes said about @foxandfriends ""....the most powerful T.V. show in America.""","Wow, the Failing @nytimes said about @foxandfriends ""....the most powerful T.V. show in America.""","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890524387773997056"", ""Access details here"")"
2017-07-27,"Thank you Foxconn, for investing $10 BILLION DOLLARS with the potential for up to 13K new jobs in Wisconsin! MadeIn… https://t.co/RM5cwYQZKZ","Thank you Foxconn, for investing $10 BILLION DOLLARS with the potential for up to 13K new jobs in Wisconsin! MadeIn… https://t.co/RM5cwYQZKZ","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890361489126805504"", ""Access details here"")"
2017-07-26,Congratulations to Boys and Girls Nation. It was my great honor to welcome you to the WH today! Full Remarks:… https://t.co/8jXWJ6uBuZ,Congratulations to Boys and Girls Nation. It was my great honor to welcome you to the WH today! Full Remarks:… https://t.co/8jXWJ6uBuZ,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890314337696579584"", ""Access details here"")"
2017-07-26,IN AMERICA WE DON'T WORSHIP GOVERNMENT - WE WORSHIP GOD!https://t.co/jIejSgVnnA,IN AMERICA WE DON'T WORSHIP GOVERNMENT - WE WORSHIP GOD!https://t.co/jIejSgVnnA,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890260758050856961"", ""Access details here"")"
2017-07-26,"...big dollars ($700,000) for his wife's political run from Hillary Clinton and her representatives. Drain the Swamp!","...big dollars ($700,000) for his wife's political run from Hillary Clinton and her representatives. Drain the Swamp!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890208319566229504"", ""Access details here"")"
2017-07-26,"Why didn't A.G. Sessions replace Acting FBI Director Andrew McCabe, a Comey friend who was in charge of Clinton investigation but got....","Why didn't A.G. Sessions replace Acting FBI Director Andrew McCabe, a Comey friend who was in charge of Clinton investigation but got....","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890207082926022656"", ""Access details here"")"
2017-07-26,....victory and cannot be burdened with the tremendous medical costs and disruption that transgender in the military would entail. Thank you,....victory and cannot be burdened with the tremendous medical costs and disruption that transgender in the military would entail. Thank you,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890197095151546369"", ""Access details here"")"
2017-07-26,....Transgender individuals to  serve in any capacity in the U.S. Military. Our military must be focused on decisive and overwhelming.....,....Transgender individuals to  serve in any capacity in the U.S. Military. Our military must be focused on decisive and overwhelming.....,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890196164313833472"", ""Access details here"")"
2017-07-26,"After consultation with my Generals and military experts, please be advised that the United States Government will not accept or allow......","After consultation with my Generals and military experts, please be advised that the United States Government will not accept or allow......","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890193981585444864"", ""Access details here"")"
2017-07-26,"Senator @lisamurkowski of the Great State of Alaska really let the Republicans, and our country, down yesterday. Too bad!","Senator @lisamurkowski of the Great State of Alaska really let the Republicans, and our country, down yesterday. Too bad!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890168183079960576"", ""Access details here"")"
2017-07-26,The crowd in Ohio was amazing last night - broke all records. We all had a great time in a great State. Will be back soon!,The crowd in Ohio was amazing last night - broke all records. We all had a great time in a great State. Will be back soon!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890162144884514820"", ""Access details here"")"
2017-07-26,People of Ohio are fantastic. Thank you so much. What an evening! https://t.co/KM0zoaULYH,People of Ohio are fantastic. Thank you so much. What an evening! https://t.co/KM0zoaULYH,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890069204082151424"", ""Access details here"")"
2017-07-26,"It was my great honor to join our wonderful Veterans at AMVETS Post 44 in Youngstown, Ohio this evening. A grateful… https://t.co/3ztSVZdpgo","It was my great honor to join our wonderful Veterans at AMVETS Post 44 in Youngstown, Ohio this evening. A grateful… https://t.co/3ztSVZdpgo","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890060370861334529"", ""Access details here"")"
2017-07-25,"Just arrived in Youngstown, Ohio with @FLOTUS Melania!
#MakeAmericaGreatAgain
https://t.co/A1mrxSksR3 https://t.co/jWX9yBlX8z","Just arrived in Youngstown, Ohio with @FLOTUS Melania!
#MakeAmericaGreatAgain
https://t.co/A1mrxSksR3 https://t.co/jWX9yBlX8z","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/889972487844491265"", ""Access details here"")"
2017-07-25,.@SenJohnMcCain-Thank you for coming to D.C. for such a vital vote. Congrats to all Rep. We can now deliver grt healthcare to all Americans!,.@SenJohnMcCain-Thank you for coming to D.C. for such a vital vote. Congrats to all Rep. We can now deliver grt healthcare to all Americans!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/889929412539543552"", ""Access details here"")"
2017-07-25,"Joint Press Conference with Prime Minister Saad Hariri of Lebanon beginning shortly. Join us live!
➡️… https://t.co/vuyWdfhVEz","Joint Press Conference with Prime Minister Saad Hariri of Lebanon beginning shortly. Join us live!
➡️… https://t.co/vuyWdfhVEz","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/889925142675062784"", ""Access details here"")"
2017-07-25,"""America's Labor Market Continues to Boom"" JOBS, JOBS, JOBS! https://t.co/LuOaR1Iz2e","""America's Labor Market Continues to Boom"" JOBS, JOBS, JOBS! https://t.co/LuOaR1Iz2e","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/889871789198802944"", ""Access details here"")"
2017-07-25,The American people have waited long enough. There has been enough talk and no action for seven years. Now is the t… https://t.co/moNuyUb5R1,The American people have waited long enough. There has been enough talk and no action for seven years. Now is the t… https://t.co/moNuyUb5R1,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/889867842186649600"", ""Access details here"")"
2017-07-25,Will be traveling to the Great State of Ohio tonight. Big crowd expected. See you there!,Will be traveling to the Great State of Ohio tonight. Big crowd expected. See you there!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/889824817473605632"", ""Access details here"")"
2017-07-25,This will be a very interesting day for HealthCare.The Dems are obstructionists but the Republicans can have a great victory for the people!,This will be a very interesting day for HealthCare.The Dems are obstructionists but the Republicans can have a great victory for the people!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/889822411356602369"", ""Access details here"")"
2017-07-25,Working on major Trade Deal with the United Kingdom. Could be very big &amp; exciting. JOBS! The E.U. is very protectionist with the U.S. STOP!,Working on major Trade Deal with the United Kingdom. Could be very big &amp; exciting. JOBS! The E.U. is very protectionist with the U.S. STOP!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/889821674987761664"", ""Access details here"")"
2017-07-25,"Jared Kushner did very well yesterday in proving he did not collude with the Russians. Witch Hunt. Next up, 11 year old Barron Trump!","Jared Kushner did very well yesterday in proving he did not collude with the Russians. Witch Hunt. Next up, 11 year old Barron Trump!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/889800510106107904"", ""Access details here"")"
